time_sec,heart_rate_bpm,spo2_percent,bp_systolic,bp_diastolic,motion
0,81.54661113485983,98.71754369961111,116.42751954348451,78.7423408665329,0.22483570765056166
1,74.82306164289098,97.82634885552108,120.76672383801058,73.61773101511109,0.19308678494144077
2,76.61248405107604,98.72663773802127,122.94317729898137,80.13752728903174,0.23238442690503464
3,76.59955637292602,97.96088467047075,123.64172606534771,79.5329440088737,0.2761514928204013
4,80.97282948117535,97.07905111352107,124.13853999117133,73.6814901897793,0.1882923312638332
5,80.13922009951737,98.44603379986586,124.84615293805987,77.63479421321385,0.18829315215254097
6,79.30133565893368,97.7050538411222,118.60558181263416,82.38829024404544,0.2789606407753696
7,73.68565777957576,98.34934440675852,130.26570091870605,75.45420024535719,0.23837173645764545
8,77.26641741642679,98.01260543377005,118.22615739420618,75.03128372108603,0.1765262807032524
9,78.23348570630932,97.22844088602857,120.54670288170455,78.70046551203305,0.22712800217929824
10,74.09509329131515,98.08214738268528,126.47913535886346,82.49172907924786,0.1768291153593769
11,73.57857791782737,99.0981115710764,122.83212513993882,87.24131036289079,0.17671351232148716
12,81.54347970383355,98.24649322925723,108.79576627988631,82.63574141941473,0.21209811357830172
13,74.8002715261962,97.97124112349726,120.02817915148427,84.33931096062443,0.10433598776711012
14,80.6110410288187,98.53767170097845,124.30982378043244,81.38679051400665,0.11375410837434836
15,79.14889566181198,98.10533423260155,113.28264860235221,77.25953608142908,0.17188562353795137
16,77.22952881181469,98.1047671151314,123.75346397564493,82.60684430638764,0.14935844398327883
17,77.8103728237739,97.45418741392045,121.95076970006727,79.65756780428751,0.2157123666297637
18,71.83993248046488,98.1169240128948,125.91960241925686,81.50813535131205,0.15459879622393946
19,76.4917045120896,98.51772170820847,116.5403433883068,76.21588069459615,0.12938481493323542
20,81.09156237117466,97.58196892394999,124.97946707794623,81.86578320335923,0.2732824384460777
21,78.31494960775353,98.71224791062347,120.79804123700416,79.51796721293641,0.18871118497567324
22,76.83270844149764,97.95414698792743,128.83025152026144,80.92503098873634,0.2033764102343962
23,81.00300120746506,97.55611524423072,133.9302496890666,79.65970730069947,0.12876259068932716
24,75.60852148658763,98.49881603846012,127.69165219526276,78.89118753863328,0.17278086377374088
25,74.52564396906473,97.85660288213087,122.40259339054113,81.93876311847363,0.2055461294854933
26,76.42086942337833,98.37975744374306,131.605019980309,78.37563548443374,0.14245032112888487
27,78.77287350682484,97.85412068387073,123.01739020833992,73.64524747848964,0.21878490091728361
28,70.99131774812051,97.97008692823505,115.46027143238692,72.50411969727021,0.16996806550405977
29,77.10334000408552,98.24678010216715,119.80363346524213,80.73766627770792,0.18541531251033616
30,78.57537547027557,98.145448528795,123.80836093147501,78.21112874108458,0.16991466938853017
31,76.16176974429037,97.00223410977414,124.12977077810032,73.0836032902718,0.2926139092254469
32,79.663308197369,97.4393781299528,114.3736755509617,80.42613986821512,0.19932513876310332
33,77.91434563694345,98.46470499239541,114.53233856770163,79.62450178010656,0.147114453552205
34,83.04809186377206,97.93393170554923,118.29345076895076,78.00154562710907,0.24112724560515947
35,73.68404368729891,97.7381343486143,122.67271806728095,80.9872372727234,0.1389578175014489
36,78.90942117404077,97.32071299237126,123.3128127493996,85.26037604043121,0.21044317975023777
37,72.63508842369852,97.46013183936208,120.70652562052405,85.13836287474055,0.10201649380601123
38,71.0536065749648,96.98910068001902,115.82785633241176,80.57505857243434,0.1335906975550785
39,70.30665742283304,97.94935964064923,128.6847147150965,79.66115826854859,0.2098430617934562
40,78.21060205993825,97.70078120970948,114.6397096907848,80.63094083044672,0.23692332899977053
41,76.9574092022498,97.51670605450734,126.51170372426881,81.2360277310974,0.20856841405949852
42,,,,,0.194217585880588
43,70.92505236908731,98.18198531542637,126.40166151935864,80.69817223981241,0.18494481522053557
44,73.77792196489769,99.04659896610497,117.77783353538541,73.7054817158328,0.12607390048162864
45,76.11683782356027,97.24405829021839,119.28672900955398,80.32539553338705,0.16400778958026457
46,78.57135167189809,98.57969052165026,120.27521278640522,81.90725438009842,0.17696806145201063
47,76.65332676069687,98.48655078050754,117.61801119699243,78.04063223197437,0.2528561113109458
48,77.21884991115533,97.61045363031165,121.12629226747549,79.61810942285561,0.21718091447842308
49,74.62487612816994,98.10161797729302,127.89544728035604,75.5539784771955,0.11184799223186331
50,81.7037635087716,97.77118337533119,113.51583076416013,74.99874566816274,0.21620419846973976
51,73.16253751133327,98.09284429020937,116.71394145894455,80.84326031183676,0.18074588597918417
52,74.0212977617673,98.75456550670228,116.17127340646871,77.08174793704954,0.16615389998470206
53,75.07586044139403,98.30280311631566,119.52790868931976,72.8926973536959,0.2305838144420434
54,78.322250652973,98.25430418661672,119.32236865510565,75.55288680346223,0.25154997612479757
55,73.54397860395501,97.78484534002268,123.86157292220354,76.13448362483173,0.24656400595580993
56,76.47151683346698,97.25797166753783,120.16861551460687,83.09832199092696,0.1580391238388681
57,,,,,0.1845393812074393
58,74.3754345991429,98.60330407743196,121.99224022756,76.5135912073708,0.2165631715701782
59,77.66540214336683,97.23641607170518,121.22702030602906,77.64893638011536,0.24877725635611797
60,73.16216024705128,97.47245531591165,123.51656530728796,85.2483376644289,0.1760412881077355
61,72.93321776790853,98.06313386811703,119.38838308933627,83.7444097407878,0.19071705116680915
62,76.27322927110362,97.50767260757637,128.23184198037498,75.52775828807269,0.14468325129969858
63,70.9648818892418,97.6037382764424,132.70809923359397,84.6541034385053,0.14018966879596648
64,70.18616057494857,97.78820070913591,123.53115487383535,79.67748476620076,0.2406262911197099
65,78.40215876410394,97.31719129790493,121.1399558185453,83.19844650422498,0.26781200142854117
66,79.469620108706,97.51293907689181,123.12291154658622,79.34676817999397,0.19639949392098333
67,75.2844789990035,98.35171395839366,114.49483457058177,84.7433167949687,0.25017664489460123
68,74.46452421426349,97.34631510888451,120.90052733732708,75.3615175538408,0.21808180125238172
69,79.14632717141858,97.20106393275258,116.34337696525695,78.97819827447394,0.1677440122697438
70,73.03204055774751,97.68498751023306,122.54988458620166,84.86583911159647,0.2180697802754207
71,72.77475910601646,98.36597775125492,116.36820346011426,70.42956740721095,0.27690182832329846
72,78.45780417049411,97.90153909600156,118.27611277320553,79.81575438350214,0.19820869804450245
73,76.90095120400206,97.76770946094219,110.64014547238473,78.42581472050725,0.27823218279070033
74,78.65941688933292,98.0221793987578,114.13377155026166,82.73864492217498,0.06901274479551278
75,70.20292854769514,97.12714628357017,121.77436901468023,84.27965374164388,0.2410951252187612
76,72.17424918393878,98.24735282688752,115.65576960840785,82.92113527722786,0.20435235341190858
77,76.28926747317539,98.19171751570182,125.31886991892789,80.96400101358898,0.1850496324767066
78,77.63087954564097,97.79534576295214,115.23055455793344,80.16225819238144,0.20458803882677512
79,78.21865677869248,98.50296225589821,122.26627250642885,78.6291575140804,0.10062155426995537
80,76.79744000293665,97.43625195052348,116.1906218551412,80.83989048609853,0.1890164056081244
81,76.96117841007582,98.56395449662678,121.92734887516762,85.83861931834204,0.21785562857558732
82,75.67641997410557,98.07724683279763,112.32606335452431,76.67795080688984,0.2738947022370758
83,80.94515148778669,97.83172370506091,117.7340851218522,78.3916740995037,0.17408648908631763
84,72.76563666028109,97.99006318231585,115.76893357356133,79.69796010973278,0.15957531985534062
85,77.2550578728526,97.94636761709452,124.4161628765449,84.00373071678267,0.1749121478207732
86,73.69178471552188,98.61014144820886,122.31131232227102,80.89320935820882,0.24577010588510373
87,78.06199815019329,97.4616604362645,113.8371197269226,83.93392758218076,0.21643755548298424
88,73.05751493020982,97.6187403804267,118.9840963168956,84.1364399620144,0.17351198981164806
89,78.75124358662131,98.51815144603624,116.13841078638583,82.36814730327993,0.22566337165566783
90,76.7159636593449,97.70223253240808,124.75128596934272,75.74402553373778,0.20485387746740202
91,81.9070577300878,98.4502665386658,126.35762073826969,86.64437564758686,0.24843224952664447
92,75.26749083395323,98.84971799150435,112.79177426744593,85.64952268437081,0.1648973453061324
93,77.51152043385528,97.79910248652918,124.13351487190741,80.25416020200934,0.1836168926701116
94,73.87595171240112,98.34068116328766,115.88351965371146,74.47291903006578,0.18039459234339214
95,74.99045629145422,97.42315385933007,118.7354161364034,73.75800736850258,0.12682425259339408
96,76.76392285310574,98.3773666490339,120.16127114530478,81.01726250621483,0.2148060138532288
97,71.85320686681496,98.09971199299338,129.08303081777737,77.19299823147685,0.21305276360899447
98,72.09580905187126,98.23651914108011,114.98075136484557,73.13124346655849,0.20025567283212306
99,,,,,0.18827064333124263
100,75.43208691350571,97.16945829221642,114.1424779591519,78.12006970667997,0.1292314628974793
101,74.42653135562522,98.25162603237476,113.79703207579632,80.77971829524391,0.17896773386173206
102,74.02059481276231,96.96829842376027,120.14231724209577,85.6228522040633,0.18286427417366152
103,,,,,0.15988613653891906
104,76.63029978717815,98.47059093320999,105.83840840765373,78.47438187811434,0.19193571441669954
105,77.81812652222467,98.09594886793651,125.79798144687749,81.5197982306912,0.22020254284072693
106,70.7057910069298,98.97417132239491,109.30442937784575,81.16227034235463,0.2943092950605265
107,80.64424840757006,98.51255457629088,119.2703128194335,82.95818082878375,0.20872889064159195
108,80.45878869019288,97.6730508058372,126.63807725802653,79.84023154566454,0.2128775195361382
109,69.32992576159681,98.01365668992572,131.0459198334434,84.14479100404844,0.19627770421169166
110,78.9586125238025,97.97631464872778,118.1847506815571,83.29780720090994,0.10406143923504793
111,79.50368722890934,97.20891161832694,112.83525458191455,80.33080001455428,0.19867430622753918
112,76.36857733803102,97.52980054175782,126.45274112883979,79.52310257493639,0.20301151049705132
113,73.28492458731273,97.71961954651007,124.3257827506013,83.67899391596171,0.32316210562426434
114,79.327867644569,96.98188974857203,117.55503855210762,77.14610272757184,0.19038195176094388
115,75.72480872441524,98.02374673412582,116.92131270895396,73.97354868342643,0.21507736711668063
116,77.98190664961247,97.87546407767348,116.41303918170284,73.95080803326402,0.19826441151473784
117,,,,,0.1415660981190234
118,77.48730305692513,98.20210643263867,121.58034071200815,82.638609195109,0.25714114072575106
119,73.84951060733741,98.35793637234548,117.16992708631614,78.30880458156055,0.2375966516343387
120,75.60613785589447,98.11351723943244,117.8020986221888,80.8180640112449,0.23955159735215237
121,73.6723959767554,97.83796591239552,123.20639509705288,78.01881571647573,0.15453062726026306
122,78.1198046908867,98.29572107587593,112.58792929470563,78.05057053606414,0.270139715546805
123,73.45669731509707,98.34011018023834,118.1203214004321,75.89814530195538,0.12990744686038597
124,75.12602278710037,98.15370178485985,111.62029490450449,79.63241749833725,0.22934285469001353
125,73.2312812798022,97.58769387478262,120.54206236676451,79.29934505688418,0.3095227812904989
126,75.61714499161793,98.13830038275559,110.30297295929063,81.65066009272729,0.1504731837434656
127,76.68652838141699,98.59774032541274,124.45005063413215,81.15079042804688,0.1716851135198614
128,68.32615138355564,97.70168547069413,113.42681302103998,79.21141047616635,0.20498256825438207
129,76.95613937516599,99.04896966956622,111.13710717319273,73.9756446197593,0.17482621729419004
130,75.68768826021281,97.73718453300731,118.18193352049191,84.28231787031311,0.12246682844669338
131,74.07507098225408,98.01620350667007,128.55553645838526,79.6598226438479,0.20342814874030138
132,82.07512584938152,97.66375720199683,123.55596226710787,80.31857075957559,0.14688481431369477
133,79.38186592401063,98.11163541796013,110.38842947273017,86.40198026324423,0.2236796215317591
134,72.74814481654957,97.12888915368237,113.2843736617773,83.63288850638381,0.15402878828830985
135,79.38359409392514,97.72697910059163,118.02199813377146,81.78579679526692,0.277496720250877
136,79.81670067030952,97.45393939982571,131.1917658088543,79.9907768505167,0.16083733538318815
137,76.6345708077739,98.06766917394614,115.30522926015566,79.95341780466335,0.18389692418971623
138,77.70522863552515,98.49722368775446,115.34557378148403,80.96045799088745,0.2406758608684835
139,76.94751802421207,98.32300309355728,127.6371469344009,81.62762690342653,0.13845678417830223
140,70.16610617229955,96.81417031957055,120.97453602631188,86.84560702313654,0.21137299673020649
141,76.22651706790187,99.02103482646395,125.2650001364937,89.89306433105125,0.2653571377141214
142,75.08891694183197,98.14763997031044,116.36450229912018,81.1610432216142,0.11962583827193862
143,,,,,0.20923169292661523
144,77.43565540500371,98.07856395949547,126.57815931094122,76.19302210683313,0.21299413971242118
145,75.7173968927151,98.08809491125135,119.275795616321,87.24598752748707,0.23909114358886552
146,75.66005426960626,97.66657564152422,125.61526598763231,82.87461051302299,0.1381524644560959
147,78.972465481865,98.09895833367104,121.93633650217265,81.70418594897998,0.13397716934578618
