time_sec,heart_rate_bpm,spo2_percent,bp_systolic,bp_diastolic,motion,hr_mean_30s,hr_std_30s,hr_slope_30s,spo2_mean_30s,spo2_delta_from_baseline,spo2_seconds_below_94,spo2_slope_60s,sys_bp_mean_60s,sys_bp_slope_60s,motion_mean_10s,high_motion_flag,pca_reconstruction_error,pca_anomaly,pca_score_norm
59,77.66540214336683,97.23641607170518,121.22702030602906,77.64893638011536,0.2487772563561179,75.95715615484282,3.047356722084807,-0.0463755003473708,97.89166003008454,-0.0760698241930839,0.0,-0.0035578292928915,121.51218530341131,-0.033893131828035,0.209972071392888,0,0.006247632685098819,0,0.007928280306986165
60,73.16216024705128,97.47245531591165,123.51656530728796,85.2483376644289,0.1760412881077355,75.776715647402,3.047244505408515,-0.046351047076523,97.86922692298845,-0.0985029312891896,0.0,-0.0031868636538399,121.63033606614135,-0.0392253405284181,0.2059557803566876,0,0.007366574212844096,0,0.009498574766076205
61,72.93321776790853,98.06313386811703,119.38838308933629,83.7444097407878,0.1907170511668091,75.66909724818927,3.0898891573368608,-0.0620406491903761,97.90459024826652,-0.0631396060111058,0.0,-0.0032888814585805,121.60736372033011,-0.0443644228164845,0.2069528968754501,0,0.007699165495614609,0,0.009965325025608157
62,76.27322927110362,97.50767260757635,128.23184198037498,75.52775828807269,0.1446832512996985,75.55609461731378,2.9994436362905272,-0.030596740827954,97.906866730854,-0.0608631234236298,0.0,-0.0027887365115699,121.69550813168668,-0.0312405315789088,0.2048058320069497,0,0.007567091647998286,0,0.009779975902387638
63,70.9648818892418,97.6037382764424,132.70809923359397,84.6541034385053,0.1401896687959664,75.3244458257237,3.078351849972809,-0.0439536679704609,97.8781678403222,-0.0895620139554154,0.0,-0.0033612543152295,121.84661435115746,-0.009888429079162,0.195766417442342,0,0.0081698382743405,0,0.010625855391271762
64,70.18616057494857,97.78820070913592,123.53115487383536,79.67748476620076,0.2406262911197099,74.89571478276294,2.852973108857306,-0.0238373709944824,97.87331014044176,-0.0944197138358475,0.0,-0.0051061608562319,121.83649126586852,-0.0032422675098692,0.1946740489418333,0,0.007916198776859696,0,0.01026990408584201
65,78.40215876410394,97.31719129790493,121.1399558185453,83.19844650422498,0.2678120014285411,75.05298528532309,2.9132822670483853,-0.0095715041425359,97.8592787054181,-0.1084511488595154,0.0,-0.0053457023121225,121.7747213138766,0.0007169925793671,0.1967988484891064,0,0.007653802173706592,0,0.00990166327808001
66,79.469620108706,97.5129390768918,123.12291154658622,79.34676817999397,0.1963994939209833,75.07165858314528,2.940521289084647,0.0455190236502018,97.8656862415688,-0.102043612708826,0.0,-0.0064575131072536,121.85001014277582,-0.0024442823816206,0.2006348854973179,0,0.011435960669473359,0,0.015209449594019564
67,75.2844789990035,98.35171395839366,114.49483457058176,84.7433167949687,0.2501766448946012,75.1599716023221,2.9043827809023326,0.0300881264571062,97.89540564553651,-0.0723242087410938,0.0,-0.0050915891971602,121.58716237030708,-0.0002380645830023,0.2071986118660341,0,0.007291034070457165,0,0.009392563626005199
68,74.46452421426349,97.34631510888453,120.90052733732708,75.3615175538408,0.2180818012523817,75.27366885696539,2.8030853823544652,-0.0027183896945682,97.90731279316536,-0.0604170611122469,0.0,-0.0059447358226805,121.63173520269244,-0.0070603143881685,0.2073504748342544,0,0.006058671537556778,0,0.007663096974693119
69,79.14632717141858,97.20106393275258,116.34337696525697,78.97819827447394,0.1677440122697438,75.56832451525158,2.7265170613377516,-0.0119887486131337,97.88236960290214,-0.0853602513754765,0.0,-0.0083280651699071,121.56167977075164,-0.0175687919538525,0.199247150425617,0,0.005227304301282505,0,0.006496377059291354
70,73.03204055774751,97.68498751023306,122.54988458620166,84.86583911159647,0.2180697802754207,75.39570579851188,2.717377997997845,-0.0101292671631515,97.88184314625296,-0.0858867080246739,0.0,-0.0084695956487271,121.49619225787391,-0.007614113571347,0.2034499996423855,0,0.005751568394866807,0,0.0072321161313000405
71,72.77475910601646,98.36597775125492,116.36820346011426,70.42956740721095,0.2769018283232984,75.25628412863743,2.7416798545393406,-0.0162682323614834,97.9101522028112,-0.0575776514664312,0.0,-0.0057507049145136,121.38846022987688,-0.0137563595636203,0.2120684773580345,0,0.005533248388693696,0,0.006925731313593835
72,78.45780417049411,97.90153909600156,118.27611277320553,79.81575438350214,0.1982086980445024,75.40683657479829,2.79054949743264,-0.0046825977492896,97.91189198317902,-0.0558378710986033,0.0,-0.0051959245407146,121.5464660047655,-0.0402021175767621,0.2174210220325148,0,0.005823639257057174,0,0.007333258570608217
73,76.90095120400206,97.7677094609422,110.64014547238472,78.42581472050725,0.2782321827907003,75.60603320262878,2.6702927541524613,-0.0259520051197302,97.89808278802954,-0.0696470662480805,0.0,-0.0053078965607275,121.38999877678052,-0.0606546991122068,0.2312252734319882,0,0.004727352623895828,0,0.0057947574220302105
74,78.65941688933292,98.0221793987578,114.13377155026166,82.73864492217498,0.0690127447955127,75.76874970010995,2.7035755372165147,-0.0188604192365811,97.86393546911796,-0.1037943851596594,0.0,-0.0040313424656377,121.22039790627768,-0.0676012976435166,0.2140639187995685,0,0.006212362952470598,0,0.007878783649344648
75,70.20292854769514,97.12714628357016,121.77436901468025,84.27965374164388,0.2410951252187612,75.57161939091445,2.886721615476429,-0.052368335052614,97.86003840222968,-0.1076914520479306,0.0,-0.0049261847240513,121.36192657981648,-0.080146960665013,0.2113922311785905,0,0.009896778909971869,0,0.013049400540028368
76,72.17424918393878,98.24735282688752,115.65576960840784,82.92113527722786,0.2043523534119085,75.35838264131581,2.893758575450433,-0.0535990436826052,97.84896047907093,-0.1187693752066962,0.0,-0.0039312251545105,121.2269650070292,-0.08544786314258,0.212187517127683,0,0.01181030034948365,0,0.015734788506520374
77,76.28926747317539,98.19171751570182,125.31886991892787,80.96400101358898,0.1850496324767066,75.34624733173176,2.8889001034429045,-0.0386626859907816,97.8391327035774,-0.1285971507002159,0.0,-0.004138072102262,121.28310001067688,-0.0775130346880813,0.2056748158858936,0,0.012741897514791201,0,0.01704216858895794
78,77.63087954564097,97.79534576295214,115.23055455793344,80.16225819238144,0.2045880388267751,75.35998165288129,2.899071286532655,-0.0110086227726515,97.84529577466544,-0.1224340796121907,0.0,-0.0039124117168189,121.10494921298816,-0.0795767616897071,0.204325439643333,0,0.01999219971596902,0,0.02721706074456452
79,78.21865677869248,98.5029622558982,122.26627250642883,78.6291575140804,0.1006215542699553,75.47977434123204,2.9415861901276807,0.0023647492812921,97.8586739172856,-0.1090559369920214,0.0,-0.0018295357437731,121.20038136495684,-0.0854095730537681,0.1976131938433541,0,0.030177145347021286,0,0.041510357841868725
80,76.79744000293665,97.43625195052348,116.1906218551412,80.83989048609853,0.1890164056081244,75.31623022437087,2.710965926585597,0.0537898812908945,97.84750953645867,-0.1202203178189478,0.0,-0.0030805666602048,121.05390061124344,-0.0872170635396469,0.1947078563766245,0,0.03618440014170072,0,0.04994078846270329
81,76.96117841007582,98.56395449662678,121.92734887516762,85.83861931834204,0.2178556285755873,75.44285158766229,2.6955725163768767,0.0495493970375632,97.86321321000592,-0.1045166442717118,0.0,-0.000559080145292,121.07272240521282,-0.0862188410961095,0.1888032364018533,0,0.035353482708985445,0,0.04877469979032796
82,75.67641997410557,98.07724683279764,112.32606335452432,76.67795080688984,0.2738947022370758,75.49802232807356,2.6823795993396193,0.0412524703643958,97.84063592087576,-0.1270939334018521,0.0,-0.0001121510525069,120.79765260245054,-0.0874092719928212,0.1963718368211107,0,0.030041389190754608,0,0.041319841059099485
83,80.94515148778669,97.83172370506092,117.7340851218522,78.3916740995037,0.1740864890863176,75.6936653629533,2.8587696813837624,0.0734837778492933,97.82493327383396,-0.1427965804436723,0.0,-0.0007491897449881,120.5277165263303,-0.0701728746344352,0.1859572674506724,0,0.047365687262559124,0,0.06563232620262333
84,72.76563666028109,97.99006318231584,115.76893357356133,79.69796010973278,0.1595753198553406,75.50844489653026,2.86259498542046,0.072721444504047,97.81612524035724,-0.1516046139203837,0.0,0.0004558265968286,120.32900454930194,-0.0658318943179163,0.1950135249566552,0,0.041290470320560685,0,0.057106519209818775
85,77.2550578728526,97.94636761709452,124.4161628765449,84.00373071678267,0.1749121478207732,75.63214753882683,2.8549503904690092,0.0704418719219592,97.82150931625964,-0.1462205380179853,0.0,0.0005289858902463,120.36256404073534,-0.0556170774070266,0.1883952272168564,0,0.036166267412162306,0,0.04991534144512792
